paper_id,year,citations,influential,source,tier,matched_by,title_sim,author_overlap,s2_paper_id,s2_corpus_id,fetched_window
T4LtGj7us1,2025,3.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,7c27941cb30cb4302574c59b8362ded514ffadf3,278497716.0,2026-08-14..2026-08-16
SrGP0RQbYH,2025,6.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,24cc0ba7fcc8ad5453ef288910765770987f142a,271947318.0,2026-08-14..2026-08-16
SqZ0KY4qBD,2025,19.0,3.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,7.0,d7c0143730c3b59766697182433188570c547b60,277003146.0,2026-08-14..2026-08-16
SjMtxqdQ73,2025,7.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,0.9613,6.0,7b05e3e3bea63a04e14122212d9a754acb7f1476,273550168.0,2026-08-14..2026-08-16
SYnIf4LxAG,2025,1.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,bf21a2c072a1ea22f3b8bf908daacd7ce10e18ae,279993160.0,2026-08-14..2026-08-16
SVta2eQNt3,2025,3.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,6.0,e1976694f03369f7412083a62f7339afd206beb1,280016161.0,2026-08-14..2026-08-16
SRjzerUpB2,2025,2.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,05db91123c3a447a614f7969a12888fdca162737,278601811.0,2026-08-14..2026-08-16
SPS6HzVzyt,2025,13.0,2.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,e0db156f1a4afaa18b56b73d361244d63a35c28e,273346373.0,2026-08-14..2026-08-16
SOd07Qxkw4,2025,16.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,2.0,c4092427890976a5c6e7cae76fd3e8542d16c033,279238766.0,2026-08-14..2026-08-16
SIuD7CySb4,2025,7.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,feaedbe3d84e94177acb812dfdadbe63e6233aee,276605546.0,2026-08-14..2026-08-16
SFNqrHQTEP,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,d5e2e221eeec2cb4c4bbe426081ecc7dffdd033f,278532929.0,2026-08-14..2026-08-16
SFN6Wm7YBI,2025,97.0,9.0,s2_api_2026-08-14..2026-08-16,B,title_match,0.9939,12.0,97803ac38c2dedd85fde1e96f2ba799fedd0b7f9,273228883.0,2026-08-14..2026-08-16
SBCMNc3Mq3,2025,3.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,e942176ce3495b14f82d5fecdbdbca5a610b5a95,278497816.0,2026-08-14..2026-08-16
S9GyQUXzee,2025,2.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,7.0,4a281168ccfcdfdb5c70f3c5d5f97310f83f63b9,279993295.0,2026-08-14..2026-08-16
S8gbnkCgxZ,2025,1.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,6.0,39cca5486454d476435d3863853b256086c544ad,278497802.0,2026-08-14..2026-08-16
S5Yo6w3n3f,2025,8.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,7.0,c2269bc2d5b040a1e6a9c363702220de983a8a1b,278499368.0,2026-08-14..2026-08-16
Rz4UkJziFe,2025,4.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,1334f745810074a317d06ef5788f386d5142a239,279993168.0,2026-08-14..2026-08-16
RyWypcIMiE,2025,3.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,7.0,1b36608c0aa203341bb0289c0cdd5c2e11391d15,278497808.0,2026-08-14..2026-08-16
RavSZTIe2s,2025,3.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,2.0,80cdb05c7019e4188003fb83891b40f348bb45bf,278601614.0,2026-08-14..2026-08-16
RaR3ETzyKp,2025,4.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,2.0,c269d59af04a3dcc6cdfdbc8edcd1e0588173e94,278498035.0,2026-08-14..2026-08-16
RYrJqz44p4,2025,16.0,2.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,6.0,a67761dd50ba4501c1886946221d0357e094f7cd,280016656.0,2026-08-14..2026-08-16
RWJX5F5I9g,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,658c842bb04842822a9f27fc93ba06f00614f449,278498002.0,2026-08-14..2026-08-16
RL7PycCtAO,2025,15.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,a32e51b33fa1f953af31d6462342426e6ac46733,280016427.0,2026-08-14..2026-08-16
RKOAU5ti1y,2025,1.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,9aef3067701169c20be1b82b4d0c197b71c50622,278601378.0,2026-08-14..2026-08-16
QyVLJ7EnAC,2025,5.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,716fd9bf371675b08cc14325aed2fd4030df8980,277058466.0,2026-08-14..2026-08-16
QsA3YzNUxA,2025,7.0,2.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,c089e71d960c1f377ef0398ad4578e204fd01439,278532102.0,2026-08-14..2026-08-16
QhhShUQIpJ,2025,3.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,3ada2c4185f82d1838ad03a1116721cfd9ea9d62,278603019.0,2026-08-14..2026-08-16
QaTBHSqmH9,2025,7.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,1c657f80258f199bfc1b4885b98d0f384e55ffc8,278497635.0,2026-08-14..2026-08-16
QHj2LL958o,2025,83.0,3.0,s2_api_2026-08-14..2026-08-16,B,title_match,0.993,6.0,f594075c654f6eff0557008972e49483ae0d1428,271334414.0,2026-08-14..2026-08-16
Q7EjHroO1w,2025,2.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,0a2b8c43a460687213decb686f34e576034b1cdb,278499180.0,2026-08-14..2026-08-16
Q150eWkQ4I,2025,5.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,8145b4c56aea99f8527e392c69e55a97f05bb93b,277741831.0,2026-08-14..2026-08-16
Q0s6kgrUMr,2025,1.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,6.0,4c552ef40e9c8be57630f8d0eab5635a2503f9e0,278532068.0,2026-08-14..2026-08-16
PwxYoMvmvy,2025,6.0,2.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,a83178b0f45e52e6e00e785876a07807aba20928,278498205.0,2026-08-14..2026-08-16
PstM8YfhvI,2025,21.0,3.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,8.0,0265857ca740f5482496daf8e02ad0c54495dfdf,275213203.0,2026-08-14..2026-08-16
Pm1NXHgzyf,2025,26.0,3.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,7.0,14f74756f0bff33845ca52a26e2f0f8b186d6b8b,279999385.0,2026-08-14..2026-08-16
Pj2qEVzufH,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,dc722e3db9df867438165b766ac290f64c6ecc98,278601700.0,2026-08-14..2026-08-16
PZYr22zFyE,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,2.0,5004d5cceb6b6a94846de71e4d4f75b68b5d583d,278497754.0,2026-08-14..2026-08-16
PY56Wur7S0,2025,5.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,a6f323a400d94e6ba591430459a4a398667be5c6,278283284.0,2026-08-14..2026-08-16
PJNhZoCjLh,2025,4.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,6.0,feed3f3c992de0cd56efc8874f6d9dea3aa33383,278498318.0,2026-08-14..2026-08-16
PDtMrogheZ,2025,3.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,6.0,6165fc5419c032ce7b7d067c36db7201146ebb85,278532098.0,2026-08-14..2026-08-16
P7f55HQtV8,2025,12.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,8f30718b9369d960a548a3e20e850c8df6b11945,277998840.0,2026-08-14..2026-08-16
P7KIGdgW8S,2025,6.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,2.0,f34f42d40fea777f17a12e09ca8b8b6ddcacadc7,270380195.0,2026-08-14..2026-08-16
P4DbTSDQFu,2025,28.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,8.0,57391583d659b78eecc9836a6d398cd0f9efac53,280016211.0,2026-08-14..2026-08-16
Ox4AJ2Vurb,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,2.0,08d260b8d8b937aaa97f743b59d0238c0505a463,272832180.0,2026-08-14..2026-08-16
OwpLQrpdwE,2025,4.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,bae954e37bbe83fce682aadf8cf0d70c7e8b5573,278498784.0,2026-08-14..2026-08-16
OvU9u6wS2J,2025,7.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,2.0,fe55e14677b290f84e667536e547bc8e8cf3f0df,278532850.0,2026-08-14..2026-08-16
OuLgaHEmzi,2025,2.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,7.0,1749c5feabd5107b579a8a9e20dec4918147b28a,278498997.0,2026-08-14..2026-08-16
Oh8MuCacJW,2025,13.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,e3010bbcb88f8fb792a37fdab642dbe256515fdd,279993069.0,2026-08-14..2026-08-16
OeKp3AdiVO,2025,15.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,7.0,a20cb7364921e79c517f80765d1723df37701120,278939491.0,2026-08-14..2026-08-16
Oazgf8A24z,2025,4.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,8e5ccffd596c5de8d7f9e77f0f86df16c2774d0e,273228790.0,2026-08-14..2026-08-16
OTFKVkxSlL,2025,13.0,2.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,9.0,7978080dc0bc22c6a7f6f382bae90a1fbd15d8d6,277741565.0,2026-08-14..2026-08-16
OPSpdc25IZ,2025,6.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,c5f5bbaae382b8271b4923f9c98a8984dd674200,277073356.0,2026-08-14..2026-08-16
OIvg3MqWX2,2025,8.0,2.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,96cd19e259382d6015df08a17c00196100c048fd,278498677.0,2026-08-14..2026-08-16
OFukl9Qg8P,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,34ba627225a35641ff396ab0327fdb0626244eea,278498795.0,2026-08-14..2026-08-16
OBjF5I4PWg,2025,9.0,3.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,f346e8200951fd3d8cf1b06d8e1b90306e7bf8f2,278601467.0,2026-08-14..2026-08-16
OBUQNASaWw,2025,2.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,6.0,78d8a25426dd4e46d947d1957faa7fb38baa83ed,278601948.0,2026-08-14..2026-08-16
O6znYvxC1U,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,2.0,35b090a07df380d4dca7a1fcb1caeb8f551c897c,278497731.0,2026-08-14..2026-08-16
NtSlKEJ2DS,2025,1.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,5e7f771b7db3f94e35c2ce3a8e088e230a6331e0,278601511.0,2026-08-14..2026-08-16
NsFZZU9gvk,2025,27.0,3.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,11.0,529a193add978d64be0e95ef09dc50c5622a153e,278601472.0,2026-08-14..2026-08-16
NdHka08uWn,2025,13.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,f79d313e29b420f199803bce06b8aae00e3aa429,278499216.0,2026-08-14..2026-08-16
NJxCpMt0sf,2025,23.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,3e3085d79c20d02170bf9ee419593c182780a65b,278497643.0,2026-08-14..2026-08-16
NHMuM84tRT,2025,11.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,6.0,ffd5af035668f6c3af06313d20ab47b1bebc9b2c,278498223.0,2026-08-14..2026-08-16
NA2vUMaMOm,2025,3.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,4c19a07b71cec422597ff59855d903224e33cc8c,278532921.0,2026-08-14..2026-08-16
N8Oj1XhtYZ,2025,80.0,18.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,10.0,24cf7478fbba1d698e80f196254b050e13d64e6b,278499447.0,2026-08-14..2026-08-16
N6pbLYLeej,2025,10.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,4978a5c2c5a61c0d55b7d4f2974297917f208a9f,278601407.0,2026-08-14..2026-08-16
N1vYivuSKq,2025,88.0,2.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,b7c6f23623661e64cb3ff0c7aaebdcbf92156622,278532228.0,2026-08-14..2026-08-16
N0ETIi580T,2025,4.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,e4011764eca600e137885234aafce30c66fc7843,278497717.0,2026-08-14..2026-08-16
My9MBsO41H,2025,7.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,446a82916f82942de0fc985be28bda56a87f7992,278602030.0,2026-08-14..2026-08-16
MtW30ql5Oj,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,1.0,d169840bb8b963a24927c7147e44939b52694192,279993368.0,2026-08-14..2026-08-16
MtDd7rWok1,2025,13.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,d8cfa51f6d36b653973ee1ce9b4149f8240afb6d,278497826.0,2026-08-14..2026-08-16
Mn2qgIcIPS,2025,8.0,2.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,2.0,99dff5fe7ff155fb1f246405ad705caaf940d141,278498134.0,2026-08-14..2026-08-16
MagmwodCAB,2025,5.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,266539ae56490ebe008479f38671dd2c71b25b0e,278497756.0,2026-08-14..2026-08-16
MTcgsz1SHr,2025,12.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,2.0,557df868025494ba490c789722c39d7a33123bcd,278532797.0,2026-08-14..2026-08-16
MRYyOaNxh3,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,7.0,a6df2ba4350d8a9ed8119b46efc459b510f6d5e4,279993063.0,2026-08-14..2026-08-16
MJyqwBVgMs,2025,2.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,d5147ca88eccad4e4fac994874030efea3170e33,280000581.0,2026-08-14..2026-08-16
MFZjrTFE7h,2025,10.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,f381eec7fb398d0b7b89f3f0c5a62d7facbb765f,278497809.0,2026-08-14..2026-08-16
MCHuGOkExF,2025,12.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,9.0,72f5c9a58f5008b72af186df09df95e71c0eb983,278499152.0,2026-08-14..2026-08-16
M9iky9Ruhx,2025,6.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,2db72cc4c82cd4ac29bef0bc161cfd80babcb6d6,278637135.0,2026-08-14..2026-08-16
M6fYrICcQs,2025,11.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,0.9932,5.0,420622d94cb96fcf5041c403f0d6a506b26bf4e6,279993236.0,2026-08-14..2026-08-16
M4qNIzQYpd,2025,64.0,15.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,6.0,9c0bd7b3ce3660a72e50f19b1fe4ee3034317aa6,278497745.0,2026-08-14..2026-08-16
M3kBtqpys5,2025,18.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,2b45c8afda16acf7952516f5dff7a8df1aa30db3,278602209.0,2026-08-14..2026-08-16
LuVulfPgZN,2025,12.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,90e22a7b57f98061a25ea1731e5112bf11f9a77e,278602869.0,2026-08-14..2026-08-16
LrmPGtnros,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,883b21a60f5b4fa7f1a7ddf7a5c8fa17c039edb6,278480441.0,2026-08-14..2026-08-16
LgzRo1RpLS,2025,18.0,2.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,3a5894a7b82336d2dc99ebf797bda294d24759b8,278532855.0,2026-08-14..2026-08-16
LfekK1E0QE,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,6d00e2dd152875af60d75579267972225487e71a,279993159.0,2026-08-14..2026-08-16
Lbx9zdURxe,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,7ebb104a179914c32cc2bcd4b25181cac9795e31,276607379.0,2026-08-14..2026-08-16
LbgIZpSUCe,2025,5.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,2.0,057b63772ebd462904a60fdef2173c0ea90428b6,278497669.0,2026-08-14..2026-08-16
LXftdR11io,2025,2.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,8db0293821c4e7d306b61823b1e36d6d84857af7,277738668.0,2026-08-14..2026-08-16
LWMS4pk2vK,2025,40.0,6.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,9.0,f06f347b28656a5453af8239a705b02a13c8e28a,273812707.0,2026-08-14..2026-08-16
LRrbD8EZJl,2025,21.0,3.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,9.0,1433c709492dc79b0c58a5090f543d374990a000,276886176.0,2026-08-14..2026-08-16
LPRxGZ7Oax,2025,5.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,2.0,7e9795f2fdc35fc16ecfec2bc43979695e22fac0,278208576.0,2026-08-14..2026-08-16
LM4PYXBId5,2025,12.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,bf592ecd48107b8664156e9adefb8bb01e0e5b20,274639063.0,2026-08-14..2026-08-16
LBl7Hez0fF,2025,70.0,14.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,a92de3c944ced3b43c7c19b586e294bd8649a77f,278499463.0,2026-08-14..2026-08-16
L66G39JrM4,2025,6.0,2.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,1aef5dc9e20e89ee8fb3067e9217e59a9494b917,278602839.0,2026-08-14..2026-08-16
KzSGJy1PIf,2025,11.0,2.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,7.0,c7c555a04edc245750ef816346e8ed7dc89fa321,277040297.0,2026-08-14..2026-08-16
Kwo20MWWCb,2025,4.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,59a462f2b780260884d2816cc618f7fade0b5c35,278499042.0,2026-08-14..2026-08-16
KvaDHPhhir,2025,3.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,89bf595fe0dd13edad1ec825d765d1ef4e1225c2,278499401.0,2026-08-14..2026-08-16
KjBG4JNOc2,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,1b05f544ede302ab00be9e95d92ee66deab5c329,278601943.0,2026-08-14..2026-08-16
KijslFbfOL,2025,1.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,8.0,59f5c49d559faad694975be946704e7128c55baa,278497707.0,2026-08-14..2026-08-16
KeRwLLwZaw,2025,4.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,2.0,e1af5ce2a2f2eff52ed7fd6ee712269882683b8d,278497740.0,2026-08-14..2026-08-16
Ke2BEL4csm,2025,2.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,43e15932f7132817c286ce357da1d95d0496b0ee,277612596.0,2026-08-14..2026-08-16
KZWaxtzIRx,2025,10.0,2.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,9.0,237f7399e7194208bc700196c2cfe3594762a8c3,278601825.0,2026-08-14..2026-08-16
KXrgDM3mVD,2025,15.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,6082886171b1641a400a63aebef81f863f551979,273994155.0,2026-08-14..2026-08-16
KWH4UIoQKS,2025,5.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,8.0,edc3d6aa78edacc06ac35550d49f07611368e93f,278532210.0,2026-08-14..2026-08-16
KW8yzAOIZr,2025,1.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,681b6a71d7d8afa01e07c5f76d19122b0863f254,278532072.0,2026-08-14..2026-08-16
KSBx6FBZpE,2025,6.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,7e710a5931c1358f055d121f96a63014e8cfc2eb,278497820.0,2026-08-14..2026-08-16
KRMSH1GxUK,2025,7.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,6.0,e8f003a1b287f28cd06294f54d1ba743d7a62476,278498519.0,2026-08-14..2026-08-16
KHkBpvmYVI,2025,3.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,8.0,014f7a97acf3250d9916de0904680c72526a4931,278603039.0,2026-08-14..2026-08-16
KD5nJUgeW4,2025,5.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,14c20c7e93cefc1f97beebf5b8672982615e0fd8,278498227.0,2026-08-14..2026-08-16
KAIqwkB3dT,2025,10.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,9afb084dd3a3de00e9625f46655851ba7491e5a5,278532233.0,2026-08-14..2026-08-16
JsVIGVntnQ,2025,9.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,97f41e5a99f48f1278732b0d6155bd33d88be4cb,278532451.0,2026-08-14..2026-08-16
JbRM5QKRDd,2025,6.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,d1b4329bec88da3edfe86c21f9ea2b1346b6e2b7,278499352.0,2026-08-14..2026-08-16
JYwVijuNA7,2025,4.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,6.0,01ad1a1325322bdf78c76dca9fc2d20c6e8fa01a,278497844.0,2026-08-14..2026-08-16
JY6P45sFDS,2025,3.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,4ad7f595da8835a968b5ed7584ee7f48a62a9bb3,278532112.0,2026-08-14..2026-08-16
JUr0YOMvZA,2025,18.0,3.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,404947b61c40a1eaff2b8760070912533c07e167,278499345.0,2026-08-14..2026-08-16
JQtuCumAFD,2025,10.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,428dda57d9753580212b82a96a56596e713bc53b,278601991.0,2026-08-14..2026-08-16
JQQDePbfxh,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,7a7a2cc3ebf4a00803bc47d2d7b985385454c47d,279993025.0,2026-08-14..2026-08-16
JElN0LJMKB,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,6.0,6f23075ec2730d76eb2e448f90a9263a0e15e0c4,278601366.0,2026-08-14..2026-08-16
J9FgrqOOni,2025,29.0,3.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,1dd86512aeeca83cae3d71e24e246de0d07ae586,278532100.0,2026-08-14..2026-08-16
J863DxU7Sx,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,2.0,00094e8c9e3cff020fcc75ced74a751b1104fe8b,278637100.0,2026-08-14..2026-08-16
J6e4hurEKd,2025,6.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,2fc8f59a4fd1341d5bc7ff837821330195918a49,278497813.0,2026-08-14..2026-08-16
J4Dvxv7WnG,2025,14.0,2.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,c5da4d5d2951c94baf1da37e2e2097522310d0bf,278637060.0,2026-08-14..2026-08-16
J2Jyp1SZ0n,2025,20.0,5.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,12.0,fc56deebf9c0f2dcfa8f684114a2d839601701b6,280000218.0,2026-08-14..2026-08-16
IuU0wcO0mo,2025,37.0,7.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,a68efe15360dd349345ec772bee711df5d958fae,276735953.0,2026-08-14..2026-08-16
Iu8FVcUmVp,2025,6.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,6.0,db0d357a5b07c1e0c921efc3830119ef4698821d,280016730.0,2026-08-14..2026-08-16
Im2neAMlre,2025,9.0,2.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,14.0,69d2b816963efea7392edaebc6461ebd779c6506,278498159.0,2026-08-14..2026-08-16
IjduZQK8gM,2025,14.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,0.9935,4.0,ad721e18215813f6a638942bc592822783da83c8,273507100.0,2026-08-14..2026-08-16
Iht4NNVqk0,2025,2.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,5bb40bfb4c35f8e7228394dda5186df42ca269fa,278499448.0,2026-08-14..2026-08-16
IcVSKhVpKu,2025,15.0,2.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,2.0,b49ec6b01dc7f3b27566469043e409b95d9411ae,279118113.0,2026-08-14..2026-08-16
IQi8JOqLuv,2025,5.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,6.0,9161f05e25d8aa99810cecbe5c69239ddec4396e,279993149.0,2026-08-14..2026-08-16
IOg47mg74i,2025,4.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,c4c066151aa2c6fa7988ca4604692f43b302471e,278532118.0,2026-08-14..2026-08-16
INow59Vurm,2025,3.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,6.0,2bd726b260709ad1d0880347aa5a812169c103e9,278498472.0,2026-08-14..2026-08-16
IEul1M5pyk,2025,7.0,0.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,a2392bf3256c7723102e45638faa11e37058eb2e,278532727.0,2026-08-14..2026-08-16
IDxZhXrpNf,2025,90.0,15.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,7.0,af0491a5a375c5b13e82fb7dcda37ad4edb4e9df,278498822.0,2026-08-14..2026-08-16
I9omfcWfMp,2025,11.0,1.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,5.0,d269563cbe6da8b789d89ba96458aa077e0292df,278433424.0,2026-08-14..2026-08-16
I0n3EyogMi,2025,20.0,4.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,3.0,08d68bf827f5b45fae571fdacb9346faab95ff8c,278532747.0,2026-08-14..2026-08-16
HdUkF1Qk7g,2025,17.0,3.0,s2_api_2026-08-14..2026-08-16,B,title_match,1.0,4.0,505ec27f740ed9c0471b5e2e70a0f627945cfcbd,277677672.0,2026-08-14..2026-08-16
